lemma,total_count,unique_comments,words
refund.(i,3,3,refund.(i
refund.<br,2,2,refund.<br
refund.and,1,1,refund.and
refund.as,1,1,refund.as
refund.it,1,1,refund.it
refund.my,1,1,refund.my
refund3,1,1,refund3
refund590.00,2,2,refund590.00
refund@swgloballlc.com)on,1,1,refund@swgloballlc.com)on
refunda,1,1,refunda
refundable,56,49,refundable
refundablebut,1,1,refundablebut
refundand,1,1,refundand
refundcompany,1,1,refundcompany
refunddate,1,1,refunddate
refunded,7,6,refunded
refundeither,2,2,refundeither
refundfraud,1,1,refundfraud
refundfull,3,3,refundfull
refundhe,1,1,refundhe
refundhopefully,1,1,refundhopefully
refundi,47,47,refundi
refundi'd,2,2,refundi'd
refundif,1,1,refundif
refunding,1,1,refunding
refundjust,3,3,refundjust
refundme,1,1,refundme
refundmoney,1,1,refundmoney
refundmy,1,1,refundmy
refundneed,1,1,refundneed
refundour,1,1,refundour
refundproduct_or_service,9,9,refundproduct_or_service
refundpurchase_price,2,2,refundpurchase_price
refundquisiera,1,1,refundquisiera
refundrefund,7,7,refundrefund
refundrefundrequ,1,1,refundrefundrequest
refundrequest,1,1,refundrequest
refundrequesting,1,1,refundrequesting
refundthe,2,2,refundthe
refundto,1,1,refundto
refundwe,2,2,refundwe
refundwhat,1,1,refundwhat
refundwhen,1,1,refundwhen
refunt,1,1,refunt
refusal,19,17,refusal | refusals
refuse,370,287,refuse | refused | refuses | refusing
refused,1,1,refused
refused.9.below,1,1,refused.9.below
refute,2,2,refuted
reg,1,1,reg
reg.in,1,1,reg.in
regain,2,2,regain | regained
regalaba,1,1,regalaba
regard,440,377,regard | regarded | regarding | regards
regard.update:09/19/2011,1,1,regard.update:09/19/2011
regarding,1,1,regarding
regardiny,1,1,regardiny
regardless,10,10,regardless
regards,18,18,regards
regards(b)(6,2,2,regards(b)(6
regards(b)(6)my,1,1,regards(b)(6)my
regards(b)(6)update,1,1,regards(b)(6)update
"regards,(b)(6",7,7,"regards,(b)(6"
"regards,(b)(6)desiredsettlementid",1,1,"regards,(b)(6)desiredsettlementid"
"regards,(b)(6)p.s.",1,1,"regards,(b)(6)p.s."
regardsb(6,6,5,regardsb(6
regarg,1,1,regarging
regaurd,1,1,regaurds
regenerate,1,1,regenerate
regest,1,1,regested
regestation,1,1,regestations
regester,1,1,regestering
regime,1,1,regime
regina,2,1,regina
region,22,10,region | regions
regional,14,8,regional
regions,3,2,regions
regisration,1,1,regisration
regist,1,1,registed
registation,1,1,registation
register,396,303,register | registered | registering
registerd,1,1,registerd
registered,86,86,registered
registered-,1,1,registered-
registerin,1,1,registerin
registery,1,1,registery
registr,1,1,registred
registracion,1,1,registracion
registradas,1,1,registradas
registrado,1,1,registrados
registrar,2,2,registrar
registrat,1,1,registrated
registration,214,165,registration | registrations
registration.netindex.php,1,1,registration.netindex.php
registrationnumber,1,1,registrationnumber
registrations.fraud,1,1,registrations.fraud
registre,1,1,registre
registread,1,1,registread
registrese,1,1,registrese
registro,1,1,registro
registry,8,8,registry
registry@usa.com,1,1,registry@usa.com
regisyer,1,1,regisyering
regn,1,1,regn
regnant,1,1,regnant
regolo,1,1,regolo
regrad,2,2,regrading | regrads
regresada,2,1,regresada
regresado,4,4,regresado
regresamo,1,1,regresamos
regresar,3,3,regresar
regresara,3,3,regresara
regresaria,2,1,regresaria
regresaron,1,1,regresaron
regrese,3,3,regrese
regresen,2,2,regresen
regreso,1,1,regreso
regret,5,5,regret | regrets | regretted
regretful,1,1,regretful
regretfully,1,1,regretfully
regrisiter,1,1,regrisitered
regrister,1,1,regristered
reguard,2,2,reguards
regulada,1,1,regulada
regular,22,20,regular
regularly,13,13,regularly
regulate,5,5,regulate | regulated | regulating
regulating,1,1,regulating
regulation,102,99,regulation | regulations
regulator,6,1,regulator
regulatory,3,2,regulatory
rehab,1,1,rehab
rehabilitation,1,1,rehabilitation
reibnbusrement,1,1,reibnbusrement
reicev,2,2,reiceved
reicive,1,1,reicive
reid,1,1,reid
reightway,1,1,reightway
reimburse,29,26,reimburse | reimbursed | reimbursing
reimbursed,1,1,reimbursed
reimbursement,18,17,reimbursement | reimbursements
reimbus,1,1,reimbused
reinburs,1,1,reinbursed
reino,1,1,reino
reinsburstment,2,1,reinsburstment
reinstate,2,2,reinstate
reinstitut,1,1,reinstituted
reintegro,2,2,reintegro
reissue,2,2,reissue | reissued
reiterada,1,1,reiteradas
reiterate,3,3,reiterated | reiterating
reject,79,63,reject | rejected | rejecting
rejected.14,1,1,rejected.14
rejectex,1,1,rejectex
rejection,17,14,rejection | rejections
rel,1,1,rel
relacion,1,1,relacion
relacionado,1,1,relacionado
relaiz,1,1,relaized
relashin,1,1,relashin
relate,182,164,relate | related | relates | relating
related,19,16,related
"related""may",1,1,"related""may"
relati,1,1,relati
relation,57,57,relation | relations
relations,2,2,relations
relationship,52,42,relationship | relationships
relationship.b(6,1,1,relationship.b(6
relationshop,1,1,relationshop
relativamente,1,1,relativamente
relative,133,115,relative | relatives
relatively,7,7,relatively
relax,1,1,relax
relay,2,2,relay | relayed
release,57,48,release | released | releases | releasing
releat,1,1,releated
relent,1,1,relented
relentless,1,1,relentless
relevant,21,20,relevant
reliability,1,1,reliability
reliable,11,9,reliable
reliableusimmigration.com,1,1,reliableusimmigration.com
reliably,47,47,reliably
reliance,3,3,reliance
relief,7,7,relief
relieve,4,3,relieve | relieved
relieze,2,2,relieze
religion,5,3,religion
religious,17,13,religious
relious,1,1,relious
relis,1,1,relised
reliz,1,1,relized
relleno,1,1,relleno
reload,10,9,reload
reloadable,7,6,reloadable
reloadablepowerpay,1,1,reloadablepowerpay
reloaded,2,1,reloaded
reloadit,8,7,reloadit
relocate,6,6,relocate | relocated | relocating
relocation,120,120,relocation
relpacement,1,1,relpacement
reluctant,6,6,reluctant
reluctantly,7,7,reluctantly
rely,9,8,relied | relies | rely | relying
remaim,1,1,remaim
remain,58,52,remain | remained | remaining | remains
remainder,8,7,remainder
remained,1,1,remained
remaining,2,2,remaining
remajn,1,1,remajn
remark,3,2,remark | remarks
remarkable,1,1,remarkable
remarry,1,1,remarried
rembolsar,1,1,rembolsar
remboursement,1,1,remboursement
remedi,1,1,remedied
remedial,1,1,remedial
remediation,1,1,remediation
remedy,6,6,remedies | remedy
remember,42,39,remember | remembered | remembers
remind,54,52,remind | reminded | reminding
reminder,6,5,reminder | reminders
remit,4,4,remit | remitted
remitente,1,1,remitente
remittance,1,1,remittance
remmember,1,1,remmember
remote,1,1,remote
remotely,1,1,remotely
removal,45,32,removal
remove,90,75,remove | removed | removing
removed,1,1,removed
remover,1,1,remover
rempli,2,2,remplis
remplis,1,1,remplis
renbolso,1,1,renbolso
rencontre,1,1,rencontre
render,89,66,render | rendered | renderes | rendering | renders
rendere,1,1,rendere
renderedi,1,1,renderedi
rendezvous,1,1,rendezvous
rendford,1,1,rendford
rendormis,1,1,rendormis
rendu,1,1,rendu
rendue,3,3,rendue
rene,6,3,rene
reneal,1,1,reneal
renege,2,2,reneged
renetzky,1,1,renetzky
reneval,1,1,reneval
renew,473,390,renew | renewed | renewing
renewable,3,3,renewable
renewal,289,184,renewal | renewals
renewal&quot,1,1,renewal&quot
renewalorder_number,1,1,renewalorder_number
renewe,1,1,renewe
reneweal,1,1,reneweal
renewed,1,1,renewed
renewel,2,2,renewel
renndor,1,1,renndors
reno,17,14,reno
renovacion,4,3,renovacion
renovación,1,1,renovación
renovar,2,2,renovar
renovarlo,1,1,renovarlo
renovation,1,1,renovation
renow,1,1,renowed
renseigment,1,1,renseigments
rent,23,16,rent | rented | renting | rents
rental,5,4,rental
rente,1,1,rente
renu,1,1,renu
renunciation,6,2,renunciation
renwelthey,1,1,renwelthey
reopen,22,14,reopen | reopened
reort,1,1,reorts
rep,56,44,rep | reps
rep.was,1,1,rep.was
repair,5,3,repair | repairs
repairable,1,1,repairable
repatriation,1,1,repatriation
repay,5,5,repay
repayment,1,1,repayment
repeal,4,2,repeal
repeat,47,43,repeat | repeated | repeating
repeated,1,1,repeated
repeatedly,28,24,repeatedly
repectively,1,1,repectively
repercussion,2,2,repercussion | repercussions
repetition,1,1,repetition
repetitive,2,2,repetitive
repetitively,1,1,repetitively
repitió,1,1,repitió
repito,1,1,repito
replace,67,55,replace | replaced | replaces | replacing
replacement,84,57,replacement
replacementbusiness,1,1,replacementbusiness
replacementi,1,1,replacementi
replacementproduct_or_service,1,1,replacementproduct_or_service
replacementrenewal,3,3,replacementrenewal
replacemnt,1,1,replacemnt
replacemt,1,1,replacemt
replavement,2,2,replavement
replay,2,2,replay
reply,202,162,replied | replies | reply | replying
replyreply,1,1,replyreply
reponse,2,2,reponse
report,1145,887,report | reported | reporting | reports
reporta,1,1,reporta
reportaba,1,1,reportaba
reportado,1,1,reportado
reportar,1,1,reportar
reportat,1,1,reportated
reporte,2,2,reporte
reported!!http://articles.latimes.com,1,1,reported!!http://articles.latimes.com
reportedly,11,9,reportedly
reporter,6,6,reporter
reporting,18,15,reporting
reporto,2,2,reporto
repose,1,1,repose
repossesion,1,1,repossesion
repost,1,1,reposted
repot,1,1,repots
reprendre,1,1,reprendre
represenatative,1,1,represenatative
represenative,1,1,represenative
represent,204,170,represent | represented | representing | represents
representación,4,2,representación
representante,3,3,representante
representar,3,1,representar
representate,1,1,representate
representation,58,50,representation | representations
representative,237,191,representative | representatives
representative.topic,1,1,representative.topic
representativepolitician,1,1,representativepolitician
representatives,2,2,representatives
representatvice,1,1,representatvice
represented(b)(6)s,1,1,represented(b)(6)s
representitive,2,2,representitive
represetation,1,1,represetation
represntative,1,1,represntative
represrent,1,1,represrenting
reprimand,1,1,reprimanded
reprimend,1,1,reprimend
reprocess,1,1,reprocess
reproduction,2,2,reproduction | reproductions
reprogramarno,1,1,reprogramarnos
reprot,1,1,reprots
reprt,2,2,reprted
republic,14,13,republic
republic(santiago,1,1,republic(santiago
republica,1,1,republica
republican,2,1,republican | republicans
republicanor,1,1,republicanor
repueta,1,1,repueta
reputable,6,6,reputable
reputation,6,6,reputation
repute,1,1,reputed
reputed,1,1,reputed
req,1,1,req
reqest,1,1,reqesting
requerida,1,1,requerida
requerido,2,2,requerido | requeridos
requería,1,1,requería
request,917,650,request | requested | requesting | requests
request.<br,2,2,request.<br
request==================================================dear,1,1,request==================================================dear
requestd,1,1,requestd
requested,1,1,requested
requested***complainant,1,1,requested***complainant
requestedi'm,1,1,requestedi'm
requestfrom,1,1,requestfrom
requeston,1,1,requeston
requestor,2,2,requestor
requests,3,3,requests
requests:1,1,1,requests:1
requieran,1,1,requieran
requiere,3,2,requiere
require,433,354,require | required | requires | requiring
required,5,5,required
required$670.00,1,1,required$670.00
required(b)(6,1,1,required(b)(6
required.($189.00)however,1,1,required.($189.00)however
required.i,1,1,required.i
requirement,66,60,requirement | requirements
requirements,3,3,requirements
requirements)207.99,1,1,requirements)207.99
requirements.5,1,1,requirements.5
requirieron,1,1,requirieron
requiriéndonos,1,1,requiriéndonos
requisito,6,4,requisito | requisitos
requisitos,5,3,requisitos
requite,1,1,requite
requriement,1,1,requriement
requst,1,1,requst
reroof,1,1,reroofed
rerout,1,1,rerouted
resalut,1,1,resalut
rescatando,1,1,rescatando
reschedule,3,3,reschedule
rescind,2,2,rescind
rescinding,1,1,rescinding
rescue,4,4,rescue | rescued
reseach,1,1,reseached
research,87,82,research | researched | researching
researchorder_number,1,1,researchorder_number
resedentcy,2,2,resedentcy
resell,2,2,resell | resells
resemblance,1,1,resemblance
resemble,12,11,resemble | resembles | resembling
resend,4,4,resend
resendthe,1,1,resendthe
resent,3,3,resent
reservation,8,7,reservation
reserve,5,5,reserve | reserved | reserves
reset,4,4,reset
resettle,2,2,resettle | resettling
resettlement,9,3,resettlement | resettlements
resibo,1,1,resibo
residance,1,1,residance
residant,2,2,residant
reside,51,43,reside | resided | resides | residing
residen,2,2,residen
residence,217,205,residence | residences
residences,1,1,residences
residencia,24,18,residencia | residencias
residency,83,64,residency
residense,2,2,residense
residensial,1,1,residensial
resident,782,390,resident | residents
resident(b)(6,1,1,resident(b)(6
residentcy,1,1,residentcy
residente,7,6,residente
residential,10,9,residential
residents,3,2,residents
resido,1,1,resido
resign,11,11,resign | resigned
resignation,1,1,resignation
resilience,1,1,resilience
resist,5,5,resist | resisted
resistant,1,1,resistant
resolution,25,22,resolution
resolve,171,133,resolve | resolved | resolving
resolved,1,1,resolved
resolved.they,1,1,resolved.they
resolver,1,1,resolver
resolverlo,1,1,resolverlo
resolvieran,1,1,resolvieran
reson,1,1,reson
resonable,1,1,resonable
resond,1,1,resonded
resort,3,2,resort
resort.5,1,1,resort.5
resource,23,20,resource | resources
resources,11,6,resources
resove,1,1,resove
respaldo,1,1,respaldo
respect,28,28,respect | respected | respecting | respects
respectable,1,1,respectable
respectal,1,1,respectal
respected,3,3,respected
respectful,2,2,respectful
respectfully,5,4,respectfully
"respectfully,(b)(6)product_or_service",1,1,"respectfully,(b)(6)product_or_service"
"respectfully,--",1,1,"respectfully,--"
"respectfully,<br",1,1,"respectfully,<br"
respectible,1,1,respectible
respective,3,3,respective
respectively,5,5,respectively
respectively.after,1,1,respectively.after
respecto,8,6,respecto
respon,3,3,responed | respons
responce,5,5,responce | responces
respond,237,207,respond | responded | responding | responds
responda,1,1,responda
responde,2,2,responde
responden,3,3,responden
respondent,12,7,respondent | respondents
responder,1,1,responder
respondia,1,1,respondia
respondido,1,1,respondido
respondieron,1,1,respondieron
respondio,1,1,respondio
respondo,1,1,respondo
respone,3,3,respone
respons,1,1,responsed
responsability,1,1,responsability
responsable,2,2,responsable
responsbility,1,1,responsbility
response,290,236,response | responses
response.<br,1,1,response.<br
response.pl,1,1,response.pl
responseorder,1,1,responseorder
responsibility,20,19,responsibilities | responsibility
responsibility!e,1,1,responsibility!e
responsible,177,168,responsible
responsiblity,1,1,responsiblity
responsive,2,2,responsive
respose,1,1,respose
resposible,1,1,resposible
respuesta,23,17,respuesta | respuestas
respuestta,1,1,respuestta
ressetlement,1,1,ressetlement
ressolv,3,2,ressolved
rest,56,51,rest | resting
restart,2,2,restart
restaurant,20,12,restaurant | restaurants
restitition,1,1,restitition
restitution,6,6,restitution
resto,3,3,resto
restore,1,1,restore
restrain,5,4,restrained | restraining
restraining,4,2,restraining
restraint,1,1,restraint
restrict,5,4,restrict | restricted
restricted,1,1,restricted
restriction,1,1,restrictions
restroom,5,2,restroom | restrooms
restuarant,1,1,restuarant
resu,1,1,resu
resualt,1,1,resualts
resubmit,8,8,resubmit
resubmitt,2,2,resubmitted | resubmitting
resuelto,1,1,resuelto
result,166,153,result | resulted | resulting | results
resulta,1,1,resulta
resultado,2,2,resultado | resultados
resultar,1,1,resultar
resulto,3,2,resulto
results,1,1,results
resultswithin,2,2,resultswithin
resulva,1,1,resulva
resume,33,21,resume | resumed | resumes
resume).4,1,1,resume).4
resummit,1,1,resummit
resut,1,1,resuting
retail,3,3,retail
retailer,2,1,retailer | retailers
retain,51,45,retain | retained | retaining | retains
retainer,29,18,retainer | retainers
retaliation,3,3,retaliation
retify,1,1,retify
retim,1,1,retimed
retirabamo,1,1,retirabamos
retire,6,5,retire | retired
retired,5,3,retired
retiredb(6,1,1,retiredb(6
retirement,4,4,retirement
retiro,1,1,retiro
retiro(dificil,1,1,retiro(dificil
reto,2,2,reto
retour,1,1,retour
retournne,1,1,retournne
retransmission,1,1,retransmission
retrasado,1,1,retrasado
retreive,1,1,retreive
retrieve,17,17,retrieve | retrieved
retriever,1,1,retriever
retrive,1,1,retrive
retroactively,1,1,retroactively
retrospect,1,1,retrospect
retturn,1,1,retturned
retun,2,2,retun
retune,1,1,retune
retunr,2,2,retunr | retunred
retur,1,1,retur
return,524,386,return | returned | returning | returns
return.i,1,1,return.i
returned,8,8,returned
returned.or,1,1,returned.or
returned.”18,1,1,returned.”18
returnn,1,1,returnned
returns,2,2,returns
returnt,1,1,returnt
returnthe,1,1,returnthe
reund,3,3,reund
reundable,1,1,reundable
reunificacion,1,1,reunificacion
reunificación,1,1,reunificación
reunion,3,3,reunion
reunite,3,3,reunite | reunited | reuniting
reuní,1,1,reuní
reuse,1,1,reusing
reveal,34,30,reveal | revealed | revealing | reveals
reveillé,1,1,reveillé
revelar,1,1,revelar
revelation,1,1,revelation
revenu,1,1,revenu
revenue,32,23,revenue
revenue@bell.ca>date,1,1,revenue@bell.ca>date
reverend,3,2,reverend
reversal,1,1,reversal
reverse,31,28,reverse | reversed
revert,2,2,revert | reverted
review,187,93,review | reviewed | reviewing | reviews
reviewer,7,4,reviewer | reviewers
reviewing,1,1,reviewing
reviewsimmigration,1,1,reviewsimmigration
revise,5,5,revise | revised
revisit,1,1,revisited
reviso,1,1,reviso
revista,1,1,revista
revival,1,1,revival
revocare,1,1,revocare
revoke,21,18,revoke | revoked | revoking
revolutionary,1,1,revolutionary
revolve,1,1,revolves
revue,1,1,revue
revéille,1,1,revéille
rewal,1,1,rewal
rewrite,4,4,rewrite | rewrites
rex,2,2,rex
rexallen,1,1,rexallen
rey,1,1,rey
reyad,1,1,reyad
reye,3,2,reyes
reyna,1,1,reyna
reynosa,3,3,reynosa
reçu,4,4,reçu
reçue,1,1,reçue
reçvoir,1,1,reçvoir
rfe,8,6,rfe
rfe.7,1,1,rfe.7
rgds,1,1,rgds
rhem,1,1,rhem
rhode,1,1,rhode
rhunter,2,2,rhunter
ri,4,4,ri
ria,1,1,ria
riavere,1,1,riavere
ribbon,1,1,ribbon
rica,3,3,rica
ricardo,15,8,ricardo
rich,2,2,rich
richard,26,19,richard
richard888,1,1,richard888
richards,1,1,richards
richardson,1,1,richardson
richess,1,1,richesses
richmond,5,5,richmond
rick,6,5,rick
rico,2,2,rico
rid,3,3,rid
ride,4,4,ridden | ride | rides | rode
ridely,1,1,ridely
rider,1,1,rider
ridge,3,1,ridges
ridgeland,1,1,ridgeland
ridicule,1,1,ridicules
ridiculous,9,9,ridiculous
riemer,1,1,riemer
rieur,1,1,rieur
rig,1,1,rigged
riggs,3,2,riggs
right,389,336,right | rights
right?)ask,1,1,right?)asking
rightful,2,2,rightful
rightfully,2,2,rightfully
rights,10,8,rights
rights.(b)(6,1,1,rights.(b)(6
rightway,1,1,rightway
rigorous,1,1,rigorous
rigt,1,1,rigt
rigth,1,1,rigth
rilascio,1,1,rilascio
rimple,1,1,rimple
rindicat,1,1,rindicated
ring,18,14,rang | ring | ringing | rings | rung
rio,2,2,rio
rip,60,47,rip | ripped | ripping | rips
ripoff,7,5,ripoff
rippoff.com,1,1,rippoff.com
ripudaman,1,1,ripudaman
riqueza,1,1,riqueza
rise,1,1,rise
risk,36,34,risk | risking | risks
risky,1,1,risky
risposta,1,1,risposta
rit,1,1,rit
rite,24,20,rite
riteaid,7,4,riteaid
ritirato,1,1,ritirato
rits,1,1,rits
riturato,1,1,riturato
riveau,1,1,riveau
river,4,3,river
rivera,3,3,rivera
riverside,6,4,riverside
riyad,1,1,riyad
riyal,2,1,riyals
riyals,1,1,riyals
rlly,1,1,rlly
rloper,2,2,rloper
rloy,3,3,rloy
rlybarger,2,2,rlybarger
rm,1,1,rm
rm.2206,1,1,rm.2206
rmunoz,7,7,rmunoz
rnship4america,1,1,rnship4america
ro,3,3,ro
road,15,15,road | roads
roanoke,2,1,roanoke
rob,31,30,rob | robbed | robbing | robs
robado,1,1,robado
robando,1,1,robando
robandole,1,1,robandole
robar,1,1,robar
robbery,3,3,robberies | robbery
robbin,1,1,robbin
robbins,1,1,robbins
roberson,3,1,roberson
robert,34,15,robert
robert@myk1visa.com,1,1,robert@myk1visa.com
roberta,1,1,roberta
roberts,2,2,roberts
robin,3,3,robin
robles,1,1,robles
robo,9,8,robo
robocall,2,2,robocall | robocalls
robyn,2,2,robyn
rochester,2,2,rochester
rocio,1,1,rocio
rock,1,1,rock
rockaway,1,1,rockaway
rockland,1,1,rockland
rocky,1,1,rocky
rod7,1,1,rod7
rodale,4,1,rodale
rodeo,1,1,rodeo
rodney,1,1,rodney
rodrigo,4,1,rodrigo
rodriguez,6,6,rodriguez
rodriguezdirector,1,1,rodriguezdirector
rodriquez,1,1,rodriquez
roeder,1,1,roeder
roger,1,1,roger
rogers,3,3,rogers
roi,2,1,roi
roja,1,1,roja
rolando,3,1,rolando
role,24,23,role | roles
roll,4,4,roll | rolled
rolla,1,1,rolla
roller,1,1,roller
roman,5,2,roman
romance,1,1,romance
romania,6,6,romania
romantic,1,1,romantic
romantically,1,1,romantically
rome,2,2,rome
romero,1,1,romero
romeu,1,1,romeu
romo,1,1,romo
ron,2,2,ron
ronie,1,1,ronie
roof,12,3,roof
roofer,1,1,roofer
room,34,24,room
roommate,1,1,roommate
roommates.(b)(6,1,1,roommates.(b)(6
roosevelt,1,1,roosevelt
roost,1,1,roost
root,1,1,roots
ropulu,2,1,ropulu
ropulu(i,1,1,ropulu(i
rory,1,1,rory
rosa,12,3,rosa
rosana,1,1,rosana
rosario,1,1,rosario
rose,5,4,rose
rosebud,1,1,rosebud
rosemarie,3,1,rosemarie
rosemary,4,1,rosemary
rosemount,1,1,rosemount
rosie,1,1,rosie
rosio,1,1,rosio
roslindale,1,1,roslindale
rosmarie,1,1,rosmarie
rosogabank,2,2,rosogabank
ross,2,2,ross
rossana,1,1,rossana
rossi,1,1,rossi
roster,2,1,roster
rough,3,3,rough
roughly,2,2,roughly
round,9,9,round | rounds
roundcube,1,1,roundcube
rout,20,19,routed | routes | routing
route,6,5,route | routes
router,1,1,router
routine,5,5,routine | routines
routinely,6,5,routinely
routing,1,1,routing
rovar,1,1,rovar
row,2,2,row
roy,1,1,roy
royal,5,4,royal
rozgar,2,1,rozgar
rperez,3,3,rperez
rperezcuando,1,1,rperezcuando
rpfn@chevron.com,1,1,rpfn@chevron.com
rpillar,1,1,rpillar
rpinon,4,4,rpinon
rpm,1,1,rpm
rrefundan,1,1,rrefundan
rrepublic,1,1,rrepublic
rrom,1,1,rrom
rs.45000.00(1000,1,1,rs.45000.00(1000
rsa,1,1,rsa
rslaf,1,1,rslaf
rstat,1,1,rstated
rt,5,3,rt
rtdate:01/29/2014,1,1,rtdate:01/29/2014
rtdate:02/05/2014,1,1,rtdate:02/05/2014
rthat,1,1,rthat
rti,1,1,rti
rtide,1,1,rtide
ruamsup,1,1,ruamsup
ruban,1,1,ruban
rubble,1,1,rubbles
rubeo,1,1,rubeo
rubio,4,2,rubio
rubylette,1,1,rubylette
rucku,1,1,ruckus
rude,78,69,rude
rudely,6,6,rudely
rudeness,1,1,rudeness
ruder,1,1,ruder
rudest,2,2,rudest
rudy,5,4,rudy
rue,1,1,rued
ruelas,1,1,ruelas
ruin,15,11,ruin | ruined
ruined,2,1,ruined
ruiz,2,2,ruiz
rule,52,41,rule | ruled | rules
ruledear,1,1,ruledear
rulemak,1,1,rulemaking
rules,2,2,rules
rumor,2,2,rumors
rumour,1,1,rumours
run,149,134,ran | run | running | runs
runaround,4,4,runaround
runescape,1,1,runescape
runner,1,1,runners
running,1,1,running
runs,1,1,runs
rupee,4,3,rupees
rupees,4,3,rupees
rupesh,1,1,rupesh
ruse,2,2,ruse
rush,19,18,rush | rushed | rushes | rushing
russell,2,2,russell
russi,3,1,russi
russia,16,15,russia
russian,14,10,russian
russiaphone,1,1,russiaphone
russias,1,1,russias
ruth,2,1,ruth
rv,1,1,rv
rvr,1,1,rvr
rwalker,1,1,rwalker
rwaller@ftc.gov,3,3,rwaller@ftc.gov
rwo,1,1,rwo
rxr,1,1,rxr
ry.net,1,1,ry.net
ryan,9,6,ryan
rápido,2,2,rápido
récupérée,1,1,récupérée
référée,1,1,référée
répété,1,1,répété
réveillant,3,3,réveillant
réçu,1,1,réçu
s,136,110,s
s'est,1,1,s'est
s'il,1,1,s'il
s.,16,14,s.
s.a,1,1,s.a
s.project,1,1,s.project
s199,1,1,s199
s19th,1,1,s19th
s4,2,1,s4
s:626,1,1,s:626
sa,3,3,sa
saad,8,2,saad
sabatog,1,1,sabatoging
sabe,2,2,sabe | sabes
sabemo,1,1,sabemos
saben,2,2,saben
saber,11,8,saber
sabia,5,4,sabia
sabido,2,2,sabido
sabiendo,2,2,sabiendo
sabotage,1,1,sabotaged
sabía,2,2,sabía
sabíamos,1,1,sabíamos
sac,2,1,sac
sacaban,1,1,sacaban
sacado,1,1,sacado
sacar,2,2,sacar
sacara,2,2,sacara
sacarle,2,2,sacarle | sacarles
sacarlo,1,1,sacarlo
sacaron,1,1,sacaron
sacarte,2,2,sacarte
sachse,1,1,sachse
sacm,1,1,sacmed
sacramento,1,1,sacramento
sacrifice,1,1,sacrifice
sacrificio,1,1,sacrificio
sad,13,10,sad
sad(it,1,1,sad(it
saddle,2,2,saddle | saddled
sadly,3,3,sadly
sadness,1,1,sadness
safe,21,21,safe | safer
safeguard,1,1,safeguard
safely,7,7,safely
safety,66,63,safety
safety(weirdly,1,1,safety(weirdly
safeway,11,6,safeway | safeways
safira,1,1,safira
saftey,1,1,saftey
sage,1,1,sage
sagissait,1,1,sagissait
sahe,1,1,sahe
sai,1,1,sai
said,9,9,said | saids
said.7,1,1,said.7
saidon,1,1,saidon
saif,1,1,saif
sailor,1,1,sailor
sain,1,1,sain
saini,2,2,saini
saint,3,2,saint
saito,4,1,saito
sake,5,5,sake
sake.he,1,1,sake.he
sake.kindly,1,1,sake.kindly
salamon,3,1,salamon
salary,36,27,salaries | salary
salas,1,1,salas
salazar,6,3,salazar
salcedo,1,1,salcedo
salcido,5,1,salcido
saldivar,1,1,saldivar
saldrian,1,1,saldrian
sale,53,46,sale | sales
saleh,4,1,saleh
sales,1,1,sales
sales(elva,1,1,sales(elva
salesman,2,2,salesman
salesusan,1,1,salesusan
sali,2,2,sali | salis
salida,5,4,salida
salido,1,1,salido
saliera,1,1,saliera
salio,2,2,salio
salir,4,4,salir
salis,10,4,salis
salis’,2,1,salis’
salle,6,1,salle
salloumchairperson,1,1,salloumchairperson
sally,1,1,sally
salmon,4,1,salmon
salt,3,2,salt
saltlake,1,1,saltlake
salua,1,1,salua
salud,3,3,salud
saludo,1,1,saludos
salutation,3,3,salutations
salvador,18,13,salvador
salvadoran,2,2,salvadoran
salvadorian,2,1,salvadorian
sam,11,8,sam | sams
same,720,516,same | sames
same.5,1,1,same.5
same.thank,2,1,same.thank
samers,1,1,samers
samir,2,1,samir
samkeamc,1,1,samkeamc
sample,7,7,sample | samples
sampson,1,1,sampson
samra,1,1,samra
samsung,1,1,samsung
samuel,4,1,samuel
san,81,63,san
sanchez,15,7,sanchez
sanction,4,3,sanction | sanctioned
sanctuary,1,1,sanctuary
sand,1,1,sands
sandesjeffsandes@shaw.ca604-574-9829,1,1,sandesjeffsandes@shaw.ca604-574-9829
sandoval,1,1,sandoval
sandra,5,2,sandra
sandton,1,1,sandton
sandusky,2,2,sandusky
sanduskycenter,1,1,sanduskycenter
sandy,1,1,sandy
sane,1,1,sane
sanfrancisco,2,2,sanfrancisco
sanfransico,1,1,sanfransico
sangareddy,1,1,sangareddy
santa,15,7,santa
santamaria,12,2,santamaria
santamarias,2,1,santamarias
santiago,2,2,santiago
santos,9,4,santos
santoshi,1,1,santoshi
sap,1,1,saps
sapellido,1,1,sapellidos
sara,7,3,sara
sarah,1,1,sarah
sarcasm,1,1,sarcasm
sare,1,1,sare
sargent,7,7,sargent
sargents,1,1,sargents
sarwar,1,1,sarwar
sasfa,1,1,sasfa
sat,9,7,sat
sate,5,5,sate | sates | sating
satellite,1,1,satellite
satffing,1,1,satffing
satin,2,2,satin
satisfaction,8,8,satisfaction
satisfactory,2,2,satisfactory
satisfied,7,7,satisfied
satisfy,4,4,satisfy | satisfying
satish,2,1,satish
sato,1,1,sato
saturday,32,29,saturday
satus,1,1,satus
satya,1,1,satya
saud,1,1,saud
saudi,9,7,saudi
saught,1,1,saught
sausalito,3,3,sausalito
